text,stage
"For, meeting her of late behind the wood,Seeking sweet favors for this hateful fool,I did upbraid her and fall out with her.",False
"For she his hairy temples then had roundedWith coronet of fresh and fragrant flowers;And that same dew, which sometime on the budsWas wont to swell like round and orient pearls,Stood now within the pretty flouriets’ eyes,Like tears that did their own disgrace bewail.",False
"When I had at my pleasure taunted her,And she in mild terms begged my patience,I then did ask of her her changeling child,Which straight she gave me, and her fairy sentTo bear him to my bower in Fairyland.",False
"And now I have the boy, I will undoThis hateful imperfection of her eyes.",False
"And, gentle Puck, take this transformèd scalpFrom off the head of this Athenian swain,That he, awaking when the other do,May all to Athens back again",False
repairAnd think no more of this night’s accidentsBut as the fierce vexation of a dream.,False
But first I will release the Fairy Queen.,False
He applies the nectar to her eyes.,True
Be as thou wast wont to be.,False
See as thou wast wont to see.,False
Dian,False
’s bud,False
o’er Cupid’s flowerHath,False
such force and blessèd power.,False
"Now, my Titania, wake you, my sweet queen.",False
", waking",True
"My Oberon, what visions have I seen!Methought I was enamored of an ass.",False
There lies your love.,False
"How came these things to pass?O, how mine eyes do loathe his visage now!Silence awhile.—Robin, take off this head.—Titania, music call; and strike more deadThan common sleep of all these five the sense.",False
"Music, ho, music such as charmeth sleep!",False
", removing the ass-head from Bottom",True
"Now, when thou wak’st, with thine own fool’s eyes peep.",False
Sound music.,False
Music.,True
"Come, my queen, take hands with me,And rock the ground whereon these sleepers be.",False
Titania and Oberon dance.,True
"Now thou and I are new in amity,And will tomorrow midnight solemnlyDance in Duke Theseus’ house triumphantly,And bless it to all fair prosperity.",False
"There shall the pairs of faithful lovers beWedded, with Theseus, all in jollity.",False
"Fairy king, attend and mark.",False
I do hear the morning lark.,False
"Then, my queen, in silence",False
sadTrip,False
we after night’s shade.,False
"We the globe can compass soon,Swifter than the wand’ring moon.",False
"Come, my lord, and in our flightTell me how it came this",False
nightThat I sleeping here was foundWith these mortals on the ground.,False
"Oberon, Robin, and Titania exit.",True
Wind horn.,True
"Enter Theseus and all his train,Hippolyta, Egeus.",True
"Go, one of you, find out the Forester.",False
"For now our observation is performed,And, since we have the vaward of the day,My love shall hear the music of my hounds.",False
Uncouple in the western valley; let them go.,False
"Dispatch, I say, and find the Forester.",False
A Servant exits.,True
"We will, fair queen, up to the mountain",False
’s topAnd mark the musical confusionOf hounds and echo in conjunction.,False
I was with Hercules and Cadmus,False
"once,When in a wood of Crete they bayed the bearWith hounds of Sparta.",False
"Never did I hearSuch gallant chiding, for, besides the groves,",False
"The skies, the fountains, every region nearSeemed all one mutual cry.",False
"I never heardSo musical a discord, such sweet thunder.",False
"My hounds are bred out of the Spartan kind,So flewed, so sanded; and their heads are hungWith ears that sweep away the morning dew;Crook-kneed, and dewlapped like Thessalian bulls;Slow in pursuit, but matched in mouth like bells,Each under each.",False
"A cry more tunableWas never holloed to, nor cheered with horn,In Crete, in Sparta, nor in Thessaly.",False
Judge when you hear.—But soft!,False
"What nymphs are these?My lord, this is my daughter here asleep,And",False
"this Lysander; this Demetrius is,This Helena, old Nedar",False
’s Helena.,False
I wonder of their being here together.,False
"No doubt they rose up early to observeThe rite of May, and hearing our intent,Came here in grace of our solemnity.",False
"But speak, Egeus.",False
"Is not this the dayThat Hermia should give answer of her choice?It is, my lord.",False
"Go, bid the huntsmen",False
wake them with their horns.,False
A Servant exits.,True
Shout within.,True
Wind horns.,True
They all start up.,True
"Good morrow, friends.",False
Saint Valentine is past.,False
Begin these woodbirds but to couple now?,False
"Demetrius, Helena, Hermia, and Lysander kneel.",True
"Pardon, my lord.",False
"I pray you all, stand up.",False
They rise.,True
I know you two are rival enemies.,False
"How comes this gentle concord in the world,That hatred is so far from jealousyTo sleep by hate and fear no enmity?My lord",False
", I shall reply amazèdly,Half sleep, half waking.",False
"But as yet, I swear,I cannot truly say how I came here.",False
"But, as I think—for truly would I speak,",False
"And now I do bethink me, so",False
it is:I came with Hermia hither.,False
"Our intentWas to be gone from Athens, where we might,Without the peril of the Athenian law—",False
"Enough, enough!—My lord, you have enough.",False
"I beg the law, the law upon his head.",False
They would have stol’n away.—They,False
"would, Demetrius,Thereby to have defeated you and me:",False
"You of your wife and me of my consent,Of my consent that she should be your wife.",False
"My lord, fair Helen told me of their stealth,Of this their purpose hither to this wood,And I in fury hither followed them,Fair Helena in fancy following me.",False
"But, my good lord, I wot not by what power(But by some power it is)",False
"my love to Hermia,Melted as the snow, seems to me nowAs the remembrance of an idle gaudWhich in my childhood I did dote upon,And all the faith, the virtue of my heart,The object and the pleasure of mine eye,Is only Helena.",False
"To her, my lord,Was I betrothed ere",False
I saw Hermia.,False
But like a sickness did I loathe this food.,False
"But, as in health, come to my natural taste,Now I do wish it, love it, long for it,And will forevermore be true to it.",False
"Fair lovers, you are fortunately met.",False
"Of this discourse we more will hear anon.—Egeus, I will overbear your will,For in the temple by and by, with us,These couples shall eternally be knit.—And, for the morning",False
"now is something worn,Our purposed hunting shall be set aside.",False
Away with us to Athens.,False
"Three and three,We’ll hold a feast in great solemnity.",False
"Come, Hippolyta.",False
"Theseus and his train,including Hippolyta and Egeus, exit.",True
"These things seem small and undistinguishable,Like far-off mountains turnèd into clouds.",False
Methinks,False
"I see these things with parted eye,When everything seems double.",False
So methinks.,False
"And I have found Demetrius like a jewel,Mine own and not mine own.",False
Are you sureThat we are awake?,False
It seems to meThat,False
"yet we sleep, we dream.",False
"Do not you thinkThe Duke was here and bid us follow him?Yea, and my father.",False
And Hippolyta.,False
And he did bid us follow to the temple.,False
"Why, then, we are awake.",False
"Let’s follow him,And by the way let us recount our dreams.",False
Lovers exit.,True
", waking up",True
" When my cue comes, call me,and I will answer.",False
My next is “Most fair Pyramus.,False
”Hey-ho!,False
Peter Quince!,False
Flute the bellows-mender!Snout the tinker!,False
Starveling!,False
God’s my life!,False
Stolenhence and left me asleep!,False
I have had a most rarevision.,False
I have had a dream past the wit of man to saywhat dream it was.,False
Man is but an ass if he go aboutto expound this dream.,False
Methought,False
I was—,False
thereis,False
no man can tell what.,False
Methought,False
I was andmethought,False
I had—,False
but man is but,False
a patched fool ifhe will offer to say what methought I had.,False
"The eye ofman hath not heard, the ear of man hath not seen,man’s hand is not able to taste, his tongue toconceive, nor his heart to report what my dreamwas.",False
I will get Peter Quince to write a ballad of thisdream.,False
"It shall be called “Bottom’s Dream” becauseit hath no bottom; and I will sing it in thelatter end of a play, before the Duke.",False
"Peradventure,to make it the more gracious, I shall sing it at herdeath.",False
He exits.,True
"Enter Quince, Flute, Snout, and Starveling.",True
Have you sent to Bottom’s house?,False
Is he comehome,False
yet?He cannot be heard of.,False
Out of doubt heis transported.,False
"If he come not, then the play is marred.",False
"It goesnot forward, doth it?It is not possible.",False
You have not a man in allAthens able to discharge Pyramus but he.,False
"No, he hath simply the best wit of any handicraftmanin Athens.",False
"Yea, and the best person too, and",False
he is a veryparamour for a sweet voice.,False
You must say “paragon.”,False
A “paramour” is (Godbless us),False
a thing of naught.,False
Enter Snug the joiner.,True
"Masters, the Duke is coming from the temple,and there is two or three lords and ladies moremarried.",False
"If our sport had gone forward, we had allbeen made men.",False
"O, sweet bully Bottom!",False
Thus hath he lost sixpencea day during his life.,False
He could not have’scaped sixpence a day.,False
An the Duke had not givenhim sixpence a day for playing Pyramus,False
", I’ll behanged.",False
He would have deserved it.,False
"Sixpence a dayin Pyramus, or nothing!",False
Enter Bottom.,True
Where are these lads?,False
Where are thesehearts?Bottom!,False
O most courageous day!,False
"O most happyhour!Masters, I am to discourse wonders.",False
"But askme not what; for, if I tell you, I am not trueAthenian.",False
I will tell you everything right as it fellout.,False
"Let us hear, sweet Bottom.",False
Not a word of me.,False
All that I will tell you is thatthe Duke hath dined.,False
"Get your apparel together,good strings to your beards, new ribbons to yourpumps.",False
Meet presently at the palace.,False
Every manlook o’er his part.,False
"For the short and the long is, ourplay is preferred.",False
"In any case, let Thisbe have cleanlinen, and let not him that plays the lion pare hisnails, for they shall hang out for the lion’s claws.",False
"And, most dear actors, eat no onions nor garlic",False
", forwe are to utter sweet breath, and I do not doubt butto hear them say it is a sweet comedy.",False
No morewords.,False
Away!,False
"Go, away!",False
They exit.,True
"Enter Theseus, Hippolyta, and Philostrate, Lords, and Attendants.",True
"’Tis strange, my Theseus, that these lovers speak of.",False
More strange than true.,False
I never may believeThese antique fables nor these fairy toys.,False
"Lovers and madmen have such seething brains,Such shaping fantasies, that apprehendMore than cool reason ever comprehends.",False
"The lunatic, the lover, and the poetAre of imagination all compact.",False
One sees more devils than vast hell can hold:That is the madman.,False
"The lover, all as frantic,Sees Helen’s beauty in a brow of Egypt.",False
"The poet’s eye, in a fine frenzy rolling,Doth glance from heaven to Earth, from Earth to heaven,And as imagination bodies",False
"forthThe forms of things unknown, the poet’s penTurns them to shapes and gives to airy nothingA local habitation and a name.",False
Such tricks hath strong,False
"imaginationThat, if it would but apprehend some joy,It comprehends some bringer of that joy.",False
"Or in the night, imagining some fear,How easy is a bush supposed a bear!But",False
"all the story of the night told over,And all their minds transfigured so together,More witnesseth than fancy",False
"’s imagesAnd grows to something of great constancy,But, howsoever, strange and admirable.",False
"Enter Lovers: Lysander, Demetrius, Hermia, and Helena.",True
"Here come the lovers full of joy and mirth.—Joy, gentle friends!",False
"Joy and fresh days of loveAccompany your hearts!More than to usWait in your royal walks, your board, your bed!Come",False
"now, what masques, what dances shall we haveTo wear away this long age of three hoursBetween our after-supper and bedtime?Where is our usual manager of mirth?What revels are in hand?",False
Is there no playTo ease the anguish of,False
a torturing hour?Call Philostrate.,False
", coming forward",True
"Here, mighty Theseus.",False
"Say what abridgment have you for this evening,",False
"What masque, what music?",False
How shall we beguileThe lazy time if not with some delight?,False
", giving Theseus a paper",True
There is a brief how many sports are ripe.,False
Make choice of which your Highness will see first.,False
"“The battle with the Centaurs, to be sungBy an Athenian eunuch to the harp.",False
”We’ll,False
none of that.,False
That have I told my loveIn glory of my kinsman Hercules.,False
“The riot of the tipsy Bacchanals,False
",Tearing the Thracian singer in their rage.",False
"”That is an old device, and it was playedWhen I from Thebes came last a conqueror.",False
"“The thrice-three Muses mourning for the deathOf learning, late deceased in beggary.",False
"”That is some satire, keen and critical,Not sorting with a nuptial ceremony.",False
“A tedious brief scene of young PyramusAnd,False
"his love Thisbe, very tragical mirth.”“Merry” and “tragical”?",False
“Tedious” and “brief”?That is hot ice and wondrous strange snow!How,False
"shall we find the concord of this discord?A play there is, my lord, some ten words long(Which is as brief as I have known a play),But by ten words, my lord, it is too long,Which makes it tedious; for in all the play,There is not one word apt, one player fitted.",False
"And tragical, my noble lord, it is.",False
"For Pyramus therein doth kill himself,Which, when I saw rehearsed, I must confess,Made mine eyes water; but more merry tearsThe passion of loud laughter never shed.",False
"What are they that do play it?Hard-handed men that work in Athens here,Which never labored in their minds till now,And now have toiled their unbreathed memoriesWith this same play, against your nuptial.",False
And we will hear it.,False
"No, my noble lord,It is not for you.",False
"I have heard it over,And it is nothing, nothing in the world,Unless you can find sport in their intents,Extremely stretched and conned with cruel painTo",False
do you service.,False
"I will hear that play,For never anything can be amissWhen simpleness and duty tender it.",False
"Go, bring them in—and take your places, ladies.",False
Philostrate exits.,True
"I love not to see wretchedness o’ercharged,And duty in his service perishing.",False
"Why, gentle sweet, you shall see no such thing.",False
He says they can do nothing in this kind.,False
"The kinder we, to give them thanks for nothing.",False
"Our sport shall be to take what they mistake;And what poor duty cannot do, noble respectTakes it in might, not merit.",False
"Where I have come, great clerks have purposèdTo greet me with premeditated welcomes,Where I have seen them shiver and look pale,Make periods in the midst of sentences,Throttle their practiced accent in their fears,And in conclusion dumbly have broke off,Not paying me a welcome.",False
"Trust me, sweet,Out of this silence",False
"yet I picked a welcome,",False
"And in the modesty of fearful duty,I read as much as from the rattling tongueOf saucy and audacious eloquence.",False
"Love, therefore, and tongue-tied simplicityIn least speak most, to my capacity.",False
Enter Philostrate.,True
"So please your Grace, the Prologue is addressed.",False
Let him approach.,False
Enter the Prologue.,True
"If we offend, it is with our goodwill.",False
"That you should think we come not to offend,But with goodwill.",False
"To show our simple skill,That is the true beginning of our end.",False
"Consider, then, we come but in despite.",False
"We do not come, as minding to content you,Our true intent is.",False
All for your delightWe are not here.,False
"That you should here repent you,The actors are at hand, and, by their show,You shall know all that you are like to know.",False
Prologue exits.,True
This fellow doth not stand upon points.,False
He hath rid his prologue like a rough colt;he knows not the stop.,False
"A good moral, my lord: it isnot enough to speak, but to speak true.",False
"Indeed he hath played on this prologue likea child on a recorder—a sound, but not ingovernment.",False
"His speech was like a tangled chain—nothingimpaired, but all disordered.",False
Who is next?,False
"Enter Pyramus (Bottom), and Thisbe (Flute), and Wall (Snout), and Moonshine (Starveling), and Lion(Snug), and Prologue (Quince).",True
", as Prologue",True
"Gentles, perchance you wonder at this show.",False
"But wonder on, till truth make all things plain.",False
"This man is Pyramus, if you would know.",False
This beauteous lady Thisbe is certain.,False
"This man with lime and roughcast doth present“Wall,” that vile wall which did these lovers sunder;And through Wall’s chink, poor souls, they are contentTo whisper, at the which let no man wonder.",False
"This man, with lantern, dog, and bush of thorn,Presenteth “Moonshine,” for, if you will know,By moonshine did these lovers think no scornTo meet at Ninus’ tomb, there, there to woo.",False
"This grisly beast (which “Lion” hight by name)The trusty Thisbe coming first by nightDid scare away or rather did affright;And, as she fled, her mantle",False
"she did fall,Which Lion vile with bloody mouth",False
did stain.,False
"Anon comes Pyramus, sweet youth and tall,And finds his trusty Thisbe’s",False
mantle slain.,False
"Whereat, with blade, with bloody blameful blade,He bravely broached his boiling bloody breast.",False
"And Thisbe, tarrying in mulberry shade,His dagger drew, and died.",False
"For all the rest,Let Lion, Moonshine, Wall, and lovers twainAt large discourse, while here they do remain.",False
I wonder if the lion be to speak.,False
"No wonder, my lord.",False
One lion may whenmany asses do.,False
"Lion, Thisbe, Moonshine, and Prologue exit.",True
", as Wall",True
In this same interlude it doth befallThat,False
"I, one Snout by name, present a wall;And",False
"such a wall as I would have you thinkThat had in it a crannied hole or chink,Through which the lovers, Pyramus and Thisbe,Did whisper often, very secretly.",False
"This loam, this roughcast, and this stone doth showThat",False
I am that same wall.,False
The truth is so.,False
"And this the cranny is, right and sinister,Through which the fearful lovers are to whisper.",False
"Would you desire lime and hair to speakbetter?It is the wittiest partition that ever I hearddiscourse, my lord.",False
Pyramus draws near the wall.,False
Silence.,False
", as Pyramus",True
O grim-looked night!,False
O night with hue,False
"so black!O night, which ever art when day is not!O night!",False
O night!,False
"Alack, alack, alack!I fear my Thisbe’s promise is forgot.",False
"And thou, O wall, O sweet, O lovely wall,That stand’st between her father’s ground and mine,Thou wall, O wall, O sweet and lovely wall,Show me thy chink to blink through with mine eyne.",False
"Thanks, courteous wall.",False
Jove shield thee well for this.,False
But what see I?,False
No,False
Thisbe,False
do I see.,False
"O wicked wall, through whom I see no bliss",False
",Cursed be thy stones for thus deceiving me!The wall, methinks, being sensible, shouldcurse again.",False
"No, in truth, sir, he should not.",False
“Deceivingme” is Thisbe’s cue.,False
"She is to enter now, and I amto spy her through the wall.",False
You shall see it will fallpat as I told you.,False
Yonder she comes.,False
Enter Thisbe (Flute).,True
", as Thisbe",True
"O wall, full often hast",False
thou heard my moansFor parting my fair Pyramus and me.,False
"My cherry lips have often kissed thy stones,",False
Thy stones with lime and hair knit up in thee.,False
", as Pyramus",True
I see a voice!,False
Now will I to the chinkTo spy,False
an I can hear my Thisbe,False
’s face.,False
Thisbe?,False
", as Thisbe",True
My love!,False
Thou art,False
my love,False
", I think.",False
", as Pyramus",True
"Think what thou wilt, I am thy lover’s grace,And, like Limander, am I trusty still.",False
", as Thisbe",True
"And I like Helen, till the Fates me kill.",False
", as Pyramus",True
Not Shafalus to Procrus was so true.,False
", as Thisbe",True
"As Shafalus to Procrus, I to you.",False
", as Pyramus",True
O kiss me through the hole of this vile wall.,False
", as Thisbe",True
"I kiss the wall’s hole, not your lips at all.",False
", as Pyramus",True
Wilt thou at Ninny,False
’s tomb meet me straightway?,False
", as Thisbe",True
"’Tide life, ’tide death, I come without delay.",False
Bottom and Flute exit.,True
", as Wall",True
"Thus have I, Wall, my part dischargèd so,And, being done, thus Wall away doth go.",False
He exits.,True
Now is the wall down between the twoneighbors.,False
"No remedy, my lord, when walls are sowillful to hear without warning.",False
This is the silliest stuff that ever I heard.,False
"The best in this kind are but shadows, andthe worst are no worse, if imagination amendthem.",False
"It must be your imagination, then, and nottheirs.",False
"If we imagine no worse of them than they ofthemselves, they may pass for excellent men.",False
"Herecome two noble beasts in, a man and a lion.",False
Enter Lion (Snug) and Moonshine (Starveling).,True
", as Lion",True
"You ladies, you whose gentle hearts do fearThe smallest monstrous mouse that creeps on floor,May now perchance both quake and tremble here,When lion rough in wildest rage doth roar.",False
"Then know that I, as Snug the joiner, amA lion fell, nor else",False
"no lion’s dam;For if I should as lion come in strifeInto this place, ’twere pity on my life.",False
"A very gentle beast, and of a goodconscience.",False
"The very best at a beast, my lord, that e’er Isaw.",False
This lion is a very fox for his valor.,False
"True, and a goose for his discretion.",False
"Not so, my lord, for his valor cannot carryhis discretion, and the fox carries the goose.",False
"His discretion, I am sure, cannot carry hisvalor, for the goose carries not the fox.",False
It is well.,False
"Leave it to his discretion, and let us listen to theMoon.",False
", as Moonshine",True
This lanthorn doth the hornèd moon present.,False
He should have worn the horns on hishead.,False
"He is no crescent, and his horns are invisiblewithin the circumference.",False
", as Moonshine",True
This lanthorn doth the hornèd moon present.,False
Myself the man,False
i’ th’ moon do seem to be.,False
This is the greatest error of all the rest; theman should be put into the lanthorn.,False
How is it else“the man,False
i’ th’,False
"moon”?He dares not come there for the candle,for you see, it is already in snuff.",False
I am aweary of this moon.,False
Would he wouldchange.,False
"It appears by his small light of discretion thathe is in the wane; but yet, in courtesy, in all reason,we must stay the time.",False
"Proceed, Moon.",False
", as Moonshine",True
" All that I have to say is to tellyou that the lanthorn is the moon, I the man",False
"i’ th’moon, this thornbush my thornbush, and this dogmy dog.",False
"Why, all these should be in the lanthorn,for all these are in the moon.",False
But silence.,False
Herecomes Thisbe.,False
Enter Thisbe (Flute).,True
", as Thisbe",True
This is old Ninny’s tomb.,False
Where is my love?,False
", as Lion",True
O!,False
The Lion roars.,True
"Thisbe runs off,dropping her mantle.",True
"Well roared, Lion.",False
"Well run, Thisbe.",False
"Well shone, Moon.",False
"Truly, the Moon shineswith a good grace.",False
Lion worries the mantle.,True
"Well moused, Lion.",False
Enter Pyramus (Bottom).,True
And then came Pyramus.,False
Lion exits.,True
And so the lion vanished.,False
", as Pyramus",True
"Sweet Moon, I thank thee for thy sunny beams.",False
"I thank thee, Moon, for shining now so bright,",False
"For by thy gracious, golden, glittering gleams,I trust to take of",False
truest Thisbe sight.—But stay!,False
"O spite!But mark, poor knight",False
",What dreadful dole is here!Eyes, do you see!How",False
can it be!O dainty duck!,False
"O dear!Thy mantle good—What, stained with blood?Approach, ye Furies fell!O Fates, come, come,Cut thread and thrum,Quail, crush, conclude, and quell!This passion, and the death of a dear friend,would go near to make a man look sad.",False
Beshrew my heart,False
but I pity the man.,False
", as Pyramus",True
"O, wherefore, Nature, didst thou lions frame,Since lion vile hath here deflowered my dear,Which is—no, no—which was the fairest dameThat lived, that loved, that liked, that looked with cheer?Come, tears, confound!Out, sword, and woundThe pap of Pyramus;Ay, that left pap,Where heart doth hop.",False
Pyramus stabs himself.,True
"Thus die I, thus, thus, thus.",False
Now am I dead;Now am,False
I fled;My soul is in the sky.,False
"Tongue, lose thy light!Moon, take thy flight!",False
Moonshine exits.,True
"Now die, die, die, die, die.",False
Pyramus falls.,True
"No die, but an ace for him, for he is butone.",False
"Less than an ace, man, for he is dead, he isnothing.",False
With the help of a surgeon he might yetrecover and yet prove an ass.,False
How chance Moonshine is gone beforeThisbe comes back and finds her lover?She will find him by starlight.,False
Enter Thisbe (Flute).,True
"Here she comes, and her passion ends the play.",False
Methinks,False
she should not use a long one forsuch a Pyramus.,False
I hope she will be brief.,False
"A mote will turn the balance, which Pyramus,which Thisbe, is the better: he for a man, Godwarrant us; she for a woman, God bless us.",False
She hath spied him already with thosesweet eyes.,False
"And thus she means, videlicet—",False
", as Thisbe",True
"Asleep, my love?What, dead, my dove?O Pyramus, arise!Speak, speak.",False
Quite dumb?Dead?,False
Dead?,False
A tombMust cover thy sweet eyes.,False
"These lily lips,This cherry nose,These yellow cowslip cheeksAre gone, are gone!Lovers, make moan;His eyes were green as leeks.",False
"O Sisters Three,Come, come to meWith hands as pale as milk.",False
"Lay them in gore,Since you have shoreWith shears his thread of silk.",False
"Tongue, not a word!Come, trusty sword,Come, blade, my breast imbrue!",False
Thisbe stabs herself.,True
"And farewell, friends.",False
Thus Thisbe ends.,False
"Adieu, adieu, adieu.",False
Thisbe falls.,True
Moonshine and Lion are left to bury thedead.,False
"Ay, and Wall too.",False
Bottom and Flute arise.,True
"No, I assure you, the wall is down thatparted their fathers.",False
"Will it please you to see theEpilogue or to hear a Bergomask dance betweentwo of our company?No epilogue, I pray you.",False
For your play needsno excuse.,False
Never excuse.,False
"For when the players areall dead, there need none to be blamed.",False
"Marry, ifhe that writ it had played Pyramus and hangedhimself in Thisbe",False
"’s garter, it would have been a finetragedy; and so it is, truly, and very notably discharged.",False
"But, come, your Bergomask.",False
Let yourepilogue alone.,False
"Dance, and the players exit.",True
The iron tongue of midnight hath told twelve.,False
"Lovers, to bed! ’",False
Tis almost fairy time.,False
I fear we shall outsleep the coming mornAs much as we this night have overwatched.,False
This palpable-gross play hath,False
well beguiledThe heavy gait of night.,False
"Sweet friends, to bed.",False
A fortnight hold we this solemnityIn nightly revels and new jollity.,False
They exit.,True
Enter Robin Goodfellow.,True
"Now the hungry lion roars,And the wolf behowls the moon,Whilst the heavy plowman snores,All with weary task fordone.",False
"Now the wasted brands do glow,Whilst the screech-owl, screeching loud,Puts the wretch that lies in woeIn remembrance of a shroud.",False
"Now it is the time of nightThat the graves, all gaping wide,Every one lets forth his spriteIn the church-way paths to glide.",False
"And we fairies, that do runBy the triple Hecate",False
’s,False
teamFrom the presence of the sun,False
",Following darkness like a dream,Now are frolic.",False
Not a mouseShall disturb this hallowed house.,False
"I am sent with broom before,To sweep the dust behind the door.",False
"Enter Oberon and Titania, King and Queen of Fairies,with all their train.",True
"Through the house give glimmering light,By the dead and drowsy fire.",False
"Every elf and fairy sprite,Hop as light as bird from brier,And this ditty after me,Sing and dance it trippingly.",False
"First rehearse your song by rote,To each word a warbling note.",False
"Hand in hand, with fairy grace,Will we sing and bless this place.",False
Oberon leads the Fairies in song and dance.,True
"Now, until the break of day,Through this house each fairy stray.",False
To the best bride-bed,False
"will we,Which by us shall blessèd be,And the issue there createEver shall be fortunate.",False
"So shall all the couples threeEver true in loving be,And the blots of Nature’s handShall not in their issue stand.",False
"Never mole, harelip, nor scar,Nor mark prodigious, such as areDespisèd in nativity,Shall upon their children be.",False
"With this field-dew consecrateEvery fairy take his gait,And each several chamber bless,Through this palace, with sweet peace.",False
"And the owner of it blest,Ever shall in safety rest.",False
Trip away.,False
Make no stay.,False
Meet me all by break of day.,False
All but Robin exit.,True
"If we shadows have offended,Think",False
but this and all is mended:,False
That you have but slumbered hereWhile,False
these visions did appear.,False
"And this weak and idle theme,No more yielding but a dream,Gentles, do not reprehend.",False
"If you pardon, we will mend.",False
"And, as I am an honest Puck,If we have unearnèd luckNow to ’scape the serpent’s tongue,We will make amends ere long.",False
Else the Puck a liar call.,False
So good night unto you all.,False
"Give me your hands, if we be friends,And Robin shall restore amends.",False
He   exits .,True
